medal_type,medal_code,athlete_name,athlete_sex,event,country,discipline,season
Gold,1,CIZERON Guillaume,X,Ice Dance,France,Figure Skating,Winter
Silver,2,KATSALAPOV Nikita,X,Ice Dance,ROC,Figure Skating,Winter
Silver,2,SINITSINA Victoria,X,Ice Dance,ROC,Figure Skating,Winter
Bronze,3,DONOHUE Zachary,X,Ice Dance,United States of America,Figure Skating,Winter
Bronze,3,HUBBELL Madison,X,Ice Dance,United States of America,Figure Skating,Winter
Gold,1,XU Mengtao,W,Women's Aerials,People's Republic of China,Freestyle Skiing,Winter
Silver,2,HUSKOVA Hanna,W,Women's Aerials,Belarus,Freestyle Skiing,Winter
Bronze,3,NICK Megan,W,Women's Aerials,United States of America,Freestyle Skiing,Winter
Gold,1,HOERL Jan,M,Men's Team,Austria,Ski Jumping,Winter
Gold,1,HUBER Daniel,M,Men's Team,Austria,Ski Jumping,Winter
Gold,1,KRAFT Stefan,M,Men's Team,Austria,Ski Jumping,Winter
Gold,1,FETTNER Manuel,M,Men's Team,Austria,Ski Jumping,Winter
Silver,2,PREVC Peter,M,Men's Team,Slovenia,Ski Jumping,Winter
Silver,2,PREVC Cene,M,Men's Team,Slovenia,Ski Jumping,Winter
Silver,2,KOS Lovro,M,Men's Team,Slovenia,Ski Jumping,Winter
Silver,2,ZAJC Timi,M,Men's Team,Slovenia,Ski Jumping,Winter
Bronze,3,GEIGER Karl,M,Men's Team,Germany,Ski Jumping,Winter
Bronze,3,SCHMID Constantin,M,Men's Team,Germany,Ski Jumping,Winter
Bronze,3,EISENBICHLER Markus,M,Men's Team,Germany,Ski Jumping,Winter
Bronze,3,LEYHE Stephan,M,Men's Team,Germany,Ski Jumping,Winter
Gold,1,SUTER Corinne,W,Women's Downhill,Switzerland,Alpine Skiing,Winter
Silver,2,GOGGIA Sofia,W,Women's Downhill,Italy,Alpine Skiing,Winter
Bronze,3,DELAGO Nadia,W,Women's Downhill,Italy,Alpine Skiing,Winter
Gold,1,BOE Tarjei,M,Men's 4x7.5km Relay,Norway,Biathlon,Winter
Gold,1,LAEGREID Sturla Holm,M,Men's 4x7.5km Relay,Norway,Biathlon,Winter
Gold,1,BOE Johannes Thingnes,M,Men's 4x7.5km Relay,Norway,Biathlon,Winter
Gold,1,CHRISTIANSEN Vetle Sjaastad,M,Men's 4x7.5km Relay,Norway,Biathlon,Winter
Silver,2,CLAUDE Fabien,M,Men's 4x7.5km Relay,France,Biathlon,Winter
Silver,2,DESTHIEUX Simon,M,Men's 4x7.5km Relay,France,Biathlon,Winter
Silver,2,FILLON MAILLET Quentin,M,Men's 4x7.5km Relay,France,Biathlon,Winter
Silver,2,JACQUELIN Emilien,M,Men's 4x7.5km Relay,France,Biathlon,Winter
Bronze,3,KHALILI Said Karimulla,M,Men's 4x7.5km Relay,ROC,Biathlon,Winter
Bronze,3,TSVETKOV Maxim,M,Men's 4x7.5km Relay,ROC,Biathlon,Winter
Bronze,3,LOGINOV Alexander,M,Men's 4x7.5km Relay,ROC,Biathlon,Winter
Bronze,3,LATYPOV Eduard,M,Men's 4x7.5km Relay,ROC,Biathlon,Winter
Gold,1,FRIEDRICH Francesco,M,2-man,Germany,Bobsleigh,Winter
Gold,1,MARGIS Thorsten,M,2-man,Germany,Bobsleigh,Winter
Silver,2,BAUER Florian,M,2-man,Germany,Bobsleigh,Winter
Silver,2,LOCHNER Johannes,M,2-man,Germany,Bobsleigh,Winter
Bronze,3,HAFER Christoph,M,2-man,Germany,Bobsleigh,Winter
Bronze,3,SOMMER Matthias,M,2-man,Germany,Bobsleigh,Winter
Gold,1,GREMAUD Mathilde,W,Women's Freeski Slopestyle,Switzerland,Freestyle Skiing,Winter
Silver,2,GU Ailing Eileen,W,Women's Freeski Slopestyle,People's Republic of China,Freestyle Skiing,Winter
Bronze,3,SILDARU Kelly,W,Women's Freeski Slopestyle,Estonia,Freestyle Skiing,Winter
Gold,1,GRAABAK Joergen,M,Individual Gundersen Large Hill/10km,Norway,Nordic Combined,Winter
Silver,2,OFTEBRO Jens Luraas,M,Individual Gundersen Large Hill/10km,Norway,Nordic Combined,Winter
Bronze,3,WATABE Akito,M,Individual Gundersen Large Hill/10km,Japan,Nordic Combined,Winter
Gold,1,SU Yiming,M,Men's Snowboard Big Air,People's Republic of China,Snowboard,Winter
Silver,2,ROISLAND Mons,M,Men's Snowboard Big Air,Norway,Snowboard,Winter
Bronze,3,PARROT Max,M,Men's Snowboard Big Air,Canada,Snowboard,Winter
Gold,1,GASSER Anna,W,Women's Snowboard Big Air,Austria,Snowboard,Winter
Silver,2,SADOWSKI SYNNOTT Zoi,W,Women's Snowboard Big Air,New Zealand,Snowboard,Winter
Bronze,3,MURASE Kokomo,W,Women's Snowboard Big Air,Japan,Snowboard,Winter
Gold,1,KONGSHAUG Peder,M,Men's Team Pursuit,Norway,Speed Skating,Winter
Gold,1,ENGEBRAATEN Hallgeir,M,Men's Team Pursuit,Norway,Speed Skating,Winter
Gold,1,PEDERSEN Sverre Lunde,M,Men's Team Pursuit,Norway,Speed Skating,Winter
Silver,2,ZAKHAROV Ruslan,M,Men's Team Pursuit,ROC,Speed Skating,Winter
Silver,2,TROFIMOV Sergei,M,Men's Team Pursuit,ROC,Speed Skating,Winter
Silver,2,ALDOSHKIN Daniil,M,Men's Team Pursuit,ROC,Speed Skating,Winter
Bronze,3,LEHMAN Emery,M,Men's Team Pursuit,United States of America,Speed Skating,Winter
Bronze,3,MANTIA Joey,M,Men's Team Pursuit,United States of America,Speed Skating,Winter
Bronze,3,DAWSON Casey,M,Men's Team Pursuit,United States of America,Speed Skating,Winter
Bronze,3,CEPURAN Ethan,M,Men's Team Pursuit,United States of America,Speed Skating,Winter
Gold,1,WEIDEMANN Isabelle,W,Women's Team Pursuit,Canada,Speed Skating,Winter
Gold,1,BLONDIN Ivanie,W,Women's Team Pursuit,Canada,Speed Skating,Winter
Gold,1,MALTAIS Valerie,W,Women's Team Pursuit,Canada,Speed Skating,Winter
Silver,2,TAKAGI Miho,W,Women's Team Pursuit,Japan,Speed Skating,Winter
Silver,2,TAKAGI Nana,W,Women's Team Pursuit,Japan,Speed Skating,Winter
Silver,2,SATO Ayano,W,Women's Team Pursuit,Japan,Speed Skating,Winter
Bronze,3,SCHOUTEN Irene,W,Women's Team Pursuit,Netherlands,Speed Skating,Winter
Bronze,3,WUST Ireen,W,Women's Team Pursuit,Netherlands,Speed Skating,Winter
Bronze,3,de JONG Antoinette,W,Women's Team Pursuit,Netherlands,Speed Skating,Winter
Bronze,3,GROENEWOUD Marijke,W,Women's Team Pursuit,Netherlands,Speed Skating,Winter
Gold,1,NOEL Clement,M,Men's Slalom,France,Alpine Skiing,Winter
Silver,2,STROLZ Johannes,M,Men's Slalom,Austria,Alpine Skiing,Winter
Bronze,3,FOSS-SOLEVAAG Sebastian,M,Men's Slalom,Norway,Alpine Skiing,Winter
Gold,1,OEBERG Elvira,W,Women's 4x6km Relay,Sweden,Biathlon,Winter
Gold,1,OEBERG Hanna,W,Women's 4x6km Relay,Sweden,Biathlon,Winter
Gold,1,BRORSSON Mona,W,Women's 4x6km Relay,Sweden,Biathlon,Winter
Gold,1,PERSSON Linn,W,Women's 4x6km Relay,Sweden,Biathlon,Winter
Silver,2,REZTSOVA Kristina,W,Women's 4x6km Relay,ROC,Biathlon,Winter
Silver,2,KAZAKEVICH Irina,W,Women's 4x6km Relay,ROC,Biathlon,Winter
Silver,2,MIRONOVA Svetlana,W,Women's 4x6km Relay,ROC,Biathlon,Winter
Silver,2,NIGMATULLINA Uliana,W,Women's 4x6km Relay,ROC,Biathlon,Winter
Bronze,3,HERRMANN Denise,W,Women's 4x6km Relay,Germany,Biathlon,Winter
Bronze,3,PREUSS Franziska,W,Women's 4x6km Relay,Germany,Biathlon,Winter
Bronze,3,HINZ Vanessa,W,Women's 4x6km Relay,Germany,Biathlon,Winter
Bronze,3,VOIGT Vanessa,W,Women's 4x6km Relay,Germany,Biathlon,Winter
Gold,1,VALNES Erik,M,Men's Team Sprint Classic,Norway,Cross-Country Skiing,Winter
Gold,1,KLAEBO Johannes Hoesflot,M,Men's Team Sprint Classic,Norway,Cross-Country Skiing,Winter
Silver,2,NISKANEN Iivo,M,Men's Team Sprint Classic,Finland,Cross-Country Skiing,Winter
Silver,2,MAKI Joni,M,Men's Team Sprint Classic,Finland,Cross-Country Skiing,Winter
Bronze,3,TERENTEV Alexander,M,Men's Team Sprint Classic,ROC,Cross-Country Skiing,Winter
Bronze,3,BOLSHUNOV Alexander,M,Men's Team Sprint Classic,ROC,Cross-Country Skiing,Winter
Gold,1,HENNIG Katharina,W,Women's Team Sprint Classic,Germany,Cross-Country Skiing,Winter
Gold,1,CARL Victoria,W,Women's Team Sprint Classic,Germany,Cross-Country Skiing,Winter
Silver,2,DAHLQVIST Maja,W,Women's Team Sprint Classic,Sweden,Cross-Country Skiing,Winter
Silver,2,SUNDLING Jonna,W,Women's Team Sprint Classic,Sweden,Cross-Country Skiing,Winter
Bronze,3,NEPRYAEVA Natalia,W,Women's Team Sprint Classic,ROC,Cross-Country Skiing,Winter
Bronze,3,STUPAK Yulia,W,Women's Team Sprint Classic,ROC,Cross-Country Skiing,Winter
Gold,1,QI Guangpu,M,Men's Aerials,People's Republic of China,Freestyle Skiing,Winter
Silver,2,ABRAMENKO Oleksandr,M,Men's Aerials,Ukraine,Freestyle Skiing,Winter
Bronze,3,BUROV Ilia,M,Men's Aerials,ROC,Freestyle Skiing,Winter
Gold,1,HALL Alexander,M,Men's Freeski Slopestyle,United States of America,Freestyle Skiing,Winter
Silver,2,GOEPPER Nicholas,M,Men's Freeski Slopestyle,United States of America,Freestyle Skiing,Winter
Bronze,3,TJADER Jesper,M,Men's Freeski Slopestyle,Sweden,Freestyle Skiing,Winter
Bronze,3,NIEMINEN Petra,W,Women,Finland,Ice Hockey,Winter
Bronze,3,VESA Emilia,W,Women,Finland,Ice Hockey,Winter
Bronze,3,SAVOLAINEN Ronja,W,Women,Finland,Ice Hockey,Winter
Bronze,3,TAPANI Susanna,W,Women,Finland,Ice Hockey,Winter
Bronze,3,TULUS Noora,W,Women,Finland,Ice Hockey,Winter
Bronze,3,TUOMINEN Minnamari,W,Women,Finland,Ice Hockey,Winter
Bronze,3,VAINIKKA Viivi,W,Women,Finland,Ice Hockey,Winter
Bronze,3,VIITASUO Ella,W,Women,Finland,Ice Hockey,Winter
Bronze,3,HOLOPAINEN Elisa,W,Women,Finland,Ice Hockey,Winter
Bronze,3,KARJALAINEN Sini,W,Women,Finland,Ice Hockey,Winter
Bronze,3,KARVINEN Michelle,W,Women,Finland,Ice Hockey,Winter
Bronze,3,KEISALA Anni,W,Women,Finland,Ice Hockey,Winter
Bronze,3,LAITINEN Nelli,W,Women,Finland,Ice Hockey,Winter
Bronze,3,LIIKALA Julia,W,Women,Finland,Ice Hockey,Winter
Bronze,3,NYLUND Jenniina,W,Women,Finland,Ice Hockey,Winter
Bronze,3,HIIRIKOSKI Jenni,W,Women,Finland,Ice Hockey,Winter
Bronze,3,RAISANEN Meeri,W,Women,Finland,Ice Hockey,Winter
Bronze,3,HAKALA Sanni,W,Women,Finland,Ice Hockey,Winter
Bronze,3,SUNDELIN Sofianna,W,Women,Finland,Ice Hockey,Winter
Bronze,3,MAKINEN Eveliina,W,Women,Finland,Ice Hockey,Winter
Bronze,3,NISKANEN Tanja,W,Women,Finland,Ice Hockey,Winter
Bronze,3,RANTALA Sanni,W,Women,Finland,Ice Hockey,Winter
Bronze,3,VANHANEN Sanni,W,Women,Finland,Ice Hockey,Winter
Gold,1,PIERRE-GILLES Jordan,M,Men's 5000m Relay,Canada,Short Track Speed Skating,Winter
Gold,1,DUBOIS Steven,M,Men's 5000m Relay,Canada,Short Track Speed Skating,Winter
Gold,1,DION Pascal,M,Men's 5000m Relay,Canada,Short Track Speed Skating,Winter
Gold,1,LAOUN Maxime,M,Men's 5000m Relay,Canada,Short Track Speed Skating,Winter
Gold,1,HAMELIN Charles,M,Men's 5000m Relay,Canada,Short Track Speed Skating,Winter
Silver,2,HWANG Daeheon,M,Men's 5000m Relay,Republic of Korea,Short Track Speed Skating,Winter
Silver,2,LEE Juneseo,M,Men's 5000m Relay,Republic of Korea,Short Track Speed Skating,Winter
Silver,2,PARK Janghyuk,M,Men's 5000m Relay,Republic of Korea,Short Track Speed Skating,Winter
Silver,2,KWAK Yoongy,M,Men's 5000m Relay,Republic of Korea,Short Track Speed Skating,Winter
Silver,2,KIM Dongwook,M,Men's 5000m Relay,Republic of Korea,Short Track Speed Skating,Winter
Bronze,3,SIGHEL Pietro,M,Men's 5000m Relay,Italy,Short Track Speed Skating,Winter
Bronze,3,CONFORTOLA Yuri,M,Men's 5000m Relay,Italy,Short Track Speed Skating,Winter
Bronze,3,CASSINELLI Andrea,M,Men's 5000m Relay,Italy,Short Track Speed Skating,Winter
Bronze,3,DOTTI Tommaso,M,Men's 5000m Relay,Italy,Short Track Speed Skating,Winter
Gold,1,CHOI Minjeong,W,Women's 1500m,Republic of Korea,Short Track Speed Skating,Winter
Silver,2,FONTANA Arianna,W,Women's 1500m,Italy,Short Track Speed Skating,Winter
Bronze,3,SCHULTING Suzanne,W,Women's 1500m,Netherlands,Short Track Speed Skating,Winter
Gold,1,GISIN Michelle,W,Women's Alpine Combined,Switzerland,Alpine Skiing,Winter
Silver,2,HOLDENER Wendy,W,Women's Alpine Combined,Switzerland,Alpine Skiing,Winter
Bronze,3,BRIGNONE Federica,W,Women's Alpine Combined,Italy,Alpine Skiing,Winter
Gold,1,SHCHERBAKOVA Anna,W,Women Single Skating,ROC,Figure Skating,Winter
Silver,2,TRUSOVA Alexandra,W,Women Single Skating,ROC,Figure Skating,Winter
Bronze,3,SAKAMOTO Kaori,W,Women Single Skating,Japan,Figure Skating,Winter
Gold,1,NAESLUND Sandra,W,Women's Ski Cross,Sweden,Freestyle Skiing,Winter
Silver,2,THOMPSON Marielle,W,Women's Ski Cross,Canada,Freestyle Skiing,Winter
Bronze,3,MAIER Daniela,W,Women's Ski Cross,Germany,Freestyle Skiing,Winter
Gold,1,LAROCQUE Jocelyne,W,Women,Canada,Ice Hockey,Winter
Gold,1,JOHNSTON Rebecca,W,Women,Canada,Ice Hockey,Winter
Gold,1,SPOONER Natalie,W,Women,Canada,Ice Hockey,Winter
Gold,1,POULIN Marie-Philip,W,Women,Canada,Ice Hockey,Winter
Gold,1,JENNER Brianne,W,Women,Canada,Ice Hockey,Winter
Gold,1,DAOUST Melodie,W,Women,Canada,Ice Hockey,Winter
Gold,1,SAULNIER Jill,W,Women,Canada,Ice Hockey,Winter
Gold,1,RATTRAY Jamie Lee,W,Women,Canada,Ice Hockey,Winter
Gold,1,TURNBULL Blayre,W,Women,Canada,Ice Hockey,Winter
Gold,1,DESBIENS Ann-Renee,W,Women,Canada,Ice Hockey,Winter
Gold,1,AMBROSE Erin,W,Women,Canada,Ice Hockey,Winter
Gold,1,STACEY Laura,W,Women,Canada,Ice Hockey,Winter
Gold,1,MASCHMEYER Emerance,W,Women,Canada,Ice Hockey,Winter
Gold,1,FAST Renata,W,Women,Canada,Ice Hockey,Winter
Gold,1,NURSE Sarah,W,Women,Canada,Ice Hockey,Winter
Gold,1,CLARK Emily,W,Women,Canada,Ice Hockey,Winter
Gold,1,ZANDEE-HART Micah,W,Women,Canada,Ice Hockey,Winter
Gold,1,CAMPBELL Kristen,W,Women,Canada,Ice Hockey,Winter
Gold,1,SHELTON Ella,W,Women,Canada,Ice Hockey,Winter
Gold,1,THOMPSON Claire,W,Women,Canada,Ice Hockey,Winter
Gold,1,MALTAIS Emma,W,Women,Canada,Ice Hockey,Winter
Gold,1,BELL Ashton,W,Women,Canada,Ice Hockey,Winter
Gold,1,FILLIER Sarah,W,Women,Canada,Ice Hockey,Winter
Silver,2,CARPENTER Alex,W,Women,United States of America,Ice Hockey,Winter
Silver,2,CAVALLINI Alex,W,Women,United States of America,Ice Hockey,Winter
Silver,2,MURPHY Abbey,W,Women,United States of America,Ice Hockey,Winter
Silver,2,ROQUE Abby,W,Women,United States of America,Ice Hockey,Winter
Silver,2,DECKER Brianna,W,Women,United States of America,Ice Hockey,Winter
Silver,2,BARNES Cayla,W,Women,United States of America,Ice Hockey,Winter
Silver,2,HARVEY Caroline,W,Women,United States of America,Ice Hockey,Winter
Silver,2,CAMERANESI Dani,W,Women,United States of America,Ice Hockey,Winter
Silver,2,ZUMWINKLE Grace,W,Women,United States of America,Ice Hockey,Winter
Silver,2,BRANDT Hannah,W,Women,United States of America,Ice Hockey,Winter
Silver,2,KNIGHT Hilary,W,Women,United States of America,Ice Hockey,Winter
Silver,2,COMPHER Jesse,W,Women,United States of America,Ice Hockey,Winter
Silver,2,DUNNE Jincy,W,Women,United States of America,Ice Hockey,Winter
Silver,2,COYNE SCHOFIELD Kendall,W,Women,United States of America,Ice Hockey,Winter
Silver,2,PANNEK Kelly,W,Women,United States of America,Ice Hockey,Winter
Silver,2,STECKLEIN Lee,W,Women,United States of America,Ice Hockey,Winter
Silver,2,BOZEK Megan,W,Women,United States of America,Ice Hockey,Winter
Silver,2,KELLER Megan,W,Women,United States of America,Ice Hockey,Winter
Silver,2,ROONEY Maddie,W,Women,United States of America,Ice Hockey,Winter
Silver,2,HENSLEY Nicole,W,Women,United States of America,Ice Hockey,Winter
Silver,2,HARMON Savannah,W,Women,United States of America,Ice Hockey,Winter
Silver,2,SCAMURRA Hayley,W,Women,United States of America,Ice Hockey,Winter
Silver,2,KESSEL Amanda,W,Women,United States of America,Ice Hockey,Winter
Gold,1,BJOERNSTAD Espen,M,Team Gundersen Large Hill/4x5km,Norway,Nordic Combined,Winter
Gold,1,ANDERSEN Espen,M,Team Gundersen Large Hill/4x5km,Norway,Nordic Combined,Winter
Gold,1,OFTEBRO Jens Luraas,M,Team Gundersen Large Hill/4x5km,Norway,Nordic Combined,Winter
Gold,1,GRAABAK Joergen,M,Team Gundersen Large Hill/4x5km,Norway,Nordic Combined,Winter
Silver,2,SCHMID Julian,M,Team Gundersen Large Hill/4x5km,Germany,Nordic Combined,Winter
Silver,2,FRENZEL Eric,M,Team Gundersen Large Hill/4x5km,Germany,Nordic Combined,Winter
Silver,2,FAISST Manuel,M,Team Gundersen Large Hill/4x5km,Germany,Nordic Combined,Winter
Silver,2,GEIGER Vinzenz,M,Team Gundersen Large Hill/4x5km,Germany,Nordic Combined,Winter
Bronze,3,WATABE Akito,M,Team Gundersen Large Hill/4x5km,Japan,Nordic Combined,Winter
Bronze,3,YAMAMOTO Ryota,M,Team Gundersen Large Hill/4x5km,Japan,Nordic Combined,Winter
Bronze,3,WATABE Yoshito,M,Team Gundersen Large Hill/4x5km,Japan,Nordic Combined,Winter
Bronze,3,NAGAI Hideaki,M,Team Gundersen Large Hill/4x5km,Japan,Nordic Combined,Winter
Gold,1,TAKAGI Miho,W,Women's 1000m,Japan,Speed Skating,Winter
Silver,2,LEERDAM Jutta,W,Women's 1000m,Netherlands,Speed Skating,Winter
Bronze,3,BOWE Brittany,W,Women's 1000m,United States of America,Speed Skating,Winter
Gold,1,BOE Johannes Thingnes,M,Men's 15km Mass Start,Norway,Biathlon,Winter
Silver,2,PONSILUOMA Martin,M,Men's 15km Mass Start,Sweden,Biathlon,Winter
Bronze,3,CHRISTIANSEN Vetle Sjaastad,M,Men's 15km Mass Start,Norway,Biathlon,Winter
Gold,1,BRAISAZ-BOUCHET Justine,W,Women's 12.5km Mass Start,France,Biathlon,Winter
Silver,2,ECKHOFF Tiril,W,Women's 12.5km Mass Start,Norway,Biathlon,Winter
Bronze,3,ROEISELAND Marte Olsbu,W,Women's 12.5km Mass Start,Norway,Biathlon,Winter
Bronze,3,NICHOLS Mark,M,Men,Canada,Curling,Winter
Bronze,3,GUSHUE Brad,M,Men,Canada,Curling,Winter
Bronze,3,KENNEDY Marc,M,Men,Canada,Curling,Winter
Bronze,3,WALKER Geoff,M,Men,Canada,Curling,Winter
Bronze,3,GALLANT Brett,M,Men,Canada,Curling,Winter
Gold,1,REGEZ Ryan,M,Men's Ski Cross,Switzerland,Freestyle Skiing,Winter
Silver,2,FIVA Alex,M,Men's Ski Cross,Switzerland,Freestyle Skiing,Winter
Bronze,3,RIDZIK Sergey,M,Men's Ski Cross,ROC,Freestyle Skiing,Winter
Gold,1,GU Ailing Eileen,W,Women's Freeski Halfpipe,People's Republic of China,Freestyle Skiing,Winter
Silver,2,SHARPE Cassie,W,Women's Freeski Halfpipe,Canada,Freestyle Skiing,Winter
Bronze,3,KARKER Rachael,W,Women's Freeski Halfpipe,Canada,Freestyle Skiing,Winter
Gold,1,KROL Thomas,M,Men's 1000m,Netherlands,Speed Skating,Winter
Silver,2,DUBREUIL Laurent,M,Men's 1000m,Canada,Speed Skating,Winter
Bronze,3,LORENTZEN Haavard Holmefjord,M,Men's 1000m,Norway,Speed Skating,Winter
Gold,1,NOLTE Laura,W,2-woman,Germany,Bobsleigh,Winter
Gold,1,LEVI Deborah,W,2-woman,Germany,Bobsleigh,Winter
Silver,2,BURGHARDT Alexandra,W,2-woman,Germany,Bobsleigh,Winter
Silver,2,JAMANKA Mariama,W,2-woman,Germany,Bobsleigh,Winter
Bronze,3,MEYERS TAYLOR Elana,W,2-woman,United States of America,Bobsleigh,Winter
Bronze,3,HOFFMAN Sylvia,W,2-woman,United States of America,Bobsleigh,Winter
Gold,1,BOLSHUNOV Alexander,M,Men's 50km Mass Start Free,ROC,Cross-Country Skiing,Winter
Silver,2,YAKIMUSHKIN Ivan,M,Men's 50km Mass Start Free,ROC,Cross-Country Skiing,Winter
Bronze,3,KRUEGER Simen Hegstad,M,Men's 50km Mass Start Free,Norway,Cross-Country Skiing,Winter
Gold,1,EDIN Niklas,M,Men,Sweden,Curling,Winter
Gold,1,ERIKSSON Oskar,M,Men,Sweden,Curling,Winter
Gold,1,MAGNUSSON Daniel,M,Men,Sweden,Curling,Winter
Gold,1,SUNDGREN Christoffer,M,Men,Sweden,Curling,Winter
Gold,1,WRANAA Rasmus,M,Men,Sweden,Curling,Winter
Silver,2,HARDIE Grant,M,Men,Great Britain,Curling,Winter
Silver,2,LAMMIE Bobby,M,Men,Great Britain,Curling,Winter
Silver,2,McMILLAN Hammy,M,Men,Great Britain,Curling,Winter
Silver,2,MOUAT Bruce,M,Men,Great Britain,Curling,Winter
Silver,2,WHYTE Ross,M,Men,Great Britain,Curling,Winter
Bronze,3,HASSELBORG Anna,W,Women,Sweden,Curling,Winter
Bronze,3,HELDIN Johanna,W,Women,Sweden,Curling,Winter
Bronze,3,KNOCHENHAUER Agnes,W,Women,Sweden,Curling,Winter
Bronze,3,McMANUS Sara,W,Women,Sweden,Curling,Winter
Bronze,3,MABERGS Sofia,W,Women,Sweden,Curling,Winter
Gold,1,SUI Wenjing,X,Pair Skating,People's Republic of China,Figure Skating,Winter
Gold,1,HAN Cong,X,Pair Skating,People's Republic of China,Figure Skating,Winter
Silver,2,TARASOVA Evgenia,X,Pair Skating,ROC,Figure Skating,Winter
Silver,2,MOROZOV Vladimir,X,Pair Skating,ROC,Figure Skating,Winter
Bronze,3,GALLIAMOV Aleksandr,X,Pair Skating,ROC,Figure Skating,Winter
Bronze,3,MISHINA Anastasia,X,Pair Skating,ROC,Figure Skating,Winter
Gold,1,PORTEOUS Nico,M,Men's Freeski Halfpipe,New Zealand,Freestyle Skiing,Winter
Silver,2,WISE David,M,Men's Freeski Halfpipe,United States of America,Freestyle Skiing,Winter
Bronze,3,FERREIRA Alex,M,Men's Freeski Halfpipe,United States of America,Freestyle Skiing,Winter
Bronze,3,CEHLARIK Peter,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,CAJKOVSKY Michal,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,DANO Marko,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,DALOGA Marek,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,GERNAT Martin,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,CERESNAK Peter,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,HOLESINSKY Adrian,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,HRIVIK Marek,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,HUDACEK Libor,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,JURCO Tomas,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,KELEMEN Milos,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,KNAZKO Samuel,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,KONRAD Branislav,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,KRISTOF Michal,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,MARINCIN Martin,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,NEMEC Simon,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,POSPISIL Kristian,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,REGENDA Pavol,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,ROMAN Milos,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,ROSANDIC Mislav,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,RYBAR Patrik,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,SLAFKOVSKY Juraj,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,TOMEK Matej,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,ZUZIN Peter,M,Men,Slovakia,Ice Hockey,Winter
Bronze,3,TAKAC Samuel,M,Men,Slovakia,Ice Hockey,Winter
Gold,1,SWINGS Bart,M,Men's Mass Start,Belgium,Speed Skating,Winter
Silver,2,CHUNG Jae Won,M,Men's Mass Start,Republic of Korea,Speed Skating,Winter
Bronze,3,LEE Seung Hoon,M,Men's Mass Start,Republic of Korea,Speed Skating,Winter
Gold,1,SCHOUTEN Irene,W,Women's Mass Start,Netherlands,Speed Skating,Winter
Silver,2,BLONDIN Ivanie,W,Women's Mass Start,Canada,Speed Skating,Winter
Bronze,3,LOLLOBRIGIDA Francesca,W,Women's Mass Start,Italy,Speed Skating,Winter
Gold,1,STROLZ Johannes,X,Mixed Team Parallel,Austria,Alpine Skiing,Winter
Gold,1,LIENSBERGER Katharina,X,Mixed Team Parallel,Austria,Alpine Skiing,Winter
Gold,1,TRUPPE Katharina,X,Mixed Team Parallel,Austria,Alpine Skiing,Winter
Gold,1,BRENNSTEINER Stefan,X,Mixed Team Parallel,Austria,Alpine Skiing,Winter
Gold,1,MATT Michael,X,Mixed Team Parallel,Austria,Alpine Skiing,Winter
Gold,1,HUBER Katharina,X,Mixed Team Parallel,Austria,Alpine Skiing,Winter
Silver,2,DUERR Lena,X,Mixed Team Parallel,Germany,Alpine Skiing,Winter
Silver,2,STRASSER Linus,X,Mixed Team Parallel,Germany,Alpine Skiing,Winter
Silver,2,SCHMID Alexander,X,Mixed Team Parallel,Germany,Alpine Skiing,Winter
Silver,2,RAUCHFUSS Julian,X,Mixed Team Parallel,Germany,Alpine Skiing,Winter
Silver,2,AICHER Emma,X,Mixed Team Parallel,Germany,Alpine Skiing,Winter
Bronze,3,TVIBERG Maria Therese,X,Mixed Team Parallel,Norway,Alpine Skiing,Winter
Bronze,3,STJERNESUND Thea Louise,X,Mixed Team Parallel,Norway,Alpine Skiing,Winter
Bronze,3,HAUGAN Timon,X,Mixed Team Parallel,Norway,Alpine Skiing,Winter
Bronze,3,SOLHEIM Fabian Wilkens,X,Mixed Team Parallel,Norway,Alpine Skiing,Winter
Bronze,3,WINDINGSTAD Rasmus,X,Mixed Team Parallel,Norway,Alpine Skiing,Winter
Bronze,3,HOLTMANN Mina Fuerst,X,Mixed Team Parallel,Norway,Alpine Skiing,Winter
